Word	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
ekilasini	0	0	0	0	0	0	0	0	0	0
zakudala	1	0	0	0	0	0	0	0	0	0
classical	1	0	0	0	0	0	0	0	0	0
okuvamile	1	0	0	0	0	0	1	0	0	0
ukuhlukaniswa	0	0	0	0	0	0	0	0	0	0
ukuhlukanisa	1	0	0	0	0	0	0	0	0	0
ofunda nabo	0	0	0	0	0	0	0	0	0	0
i-clatter	0	0	0	0	0	0	0	0	0	0
isigatshana	0	0	0	0	0	0	0	0	0	0
izigaba	0	0	0	0	0	0	0	0	0	0
ukuphoqa	0	1	1	0	0	1	0	0	0	0
amahlumela	0	0	0	0	0	0	0	0	0	0
ubumba	0	0	0	0	0	0	0	0	0	0
ihlanzekile	1	0	0	0	0	0	1	0	0	1
ukuhlanza	1	0	0	0	0	0	0	0	0	0
ukuhlanzeka	1	0	0	0	0	0	0	0	0	0
ngokuhlanzekile	1	0	0	0	0	0	0	0	0	0
hlambulula	1	0	0	0	0	0	0	0	0	0
ukuhlanza	1	0	0	0	0	0	0	0	0	0
imvume	1	0	0	0	0	0	0	0	0	1
ukuhlanza	0	0	0	0	0	0	0	0	0	0
ukucaca	1	0	0	0	0	0	0	0	0	0
ukucacisa	0	0	0	0	0	0	0	0	0	0
cindezela	0	0	0	0	0	1	0	0	0	0
isihlungi	0	0	0	0	0	0	0	0	0	0
ukuhlunga	0	0	0	0	0	0	0	0	0	0
ukucabangela	0	0	0	0	0	0	0	0	0	0
abefundisi	0	0	0	0	0	0	0	0	0	0
umfundisi	0	0	0	0	0	0	0	0	0	0
abefundisi	1	0	0	0	0	0	0	0	0	1
umabhalane	0	0	0	0	0	0	0	0	0	0
amabhalane	0	0	0	0	0	0	0	0	0	0
ohlakaniphileyo	1	0	0	0	0	0	0	0	0	0
ukuhlakanipha	1	0	0	0	0	0	0	0	0	0
chofoza	0	0	0	0	0	0	0	0	0	0
iklayenti	0	0	0	0	0	0	0	0	0	0
amakhasimende	0	0	0	0	0	0	0	0	0	0
umcibisholo	0	0	0	0	0	1	0	0	0	0
isimo sezulu	0	0	0	0	0	0	0	0	0	0
isimo sezulu	0	0	0	0	0	0	0	0	0	0
umvuthwandaba	1	0	0	1	0	0	1	0	1	1
ukugibela	0	0	0	0	0	0	0	0	0	0
ukunamathela	0	0	0	0	0	0	0	0	0	0
isiqeshana	0	0	0	0	0	0	0	0	0	0
i-clipper	0	0	0	0	0	0	0	0	0	0
ukuchofoza	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ingubo	0	0	0	0	0	0	0	0	0	0
iwashi	0	0	0	1	0	0	0	0	0	0
umsebenzi wewashi	0	0	0	0	0	0	0	0	0	0
i-clog	0	0	0	0	0	0	0	0	0	0
cloister	0	1	0	0	0	0	0	0	0	0
vala	0	0	0	0	0	0	0	0	0	0
ivaliwe	0	0	0	0	0	0	0	0	0	0
ukusondelana	1	0	0	0	0	0	1	0	0	1
ikhabethe	0	0	0	0	0	0	0	0	0	0
ukuvalwa	1	0	0	1	0	0	1	1	0	0
i-clot	0	0	0	0	0	0	0	0	0	0
indwangu	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
izingubo	0	0	0	0	0	0	0	0	0	0
izingubo zokugqoka	0	0	0	0	0	0	0	0	0	0
izingubo	0	0	0	0	0	0	0	0	0	0
ifu	0	0	0	0	0	0	0	0	0	0
i-clouded	0	1	0	0	0	0	0	1	0	0
i-cloudiness	0	1	0	0	0	1	0	0	0	0
ifufu	0	0	0	0	0	0	0	1	0	0
i-clover	0	0	0	0	0	0	0	0	0	0
ama-clove	0	0	0	0	0	0	0	0	0	0
clown	1	0	0	1	0	0	1	0	1	0
club	0	0	0	0	0	0	0	0	0	0
clubhouse	0	0	0	0	0	0	0	0	0	0
amakilabhu	0	0	0	0	0	0	0	0	0	0
inkomba	0	0	0	1	0	0	0	0	0	0
i-clump	0	1	0	0	0	0	0	0	0	0
i-clumsy	0	1	0	0	1	0	0	0	0	0
iqoqo	0	0	0	0	0	0	0	0	0	0
bamba	0	0	0	0	0	0	0	0	0	0
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
i-clutter	0	0	0	0	0	0	0	0	0	0
umqeqeshi	0	0	0	0	0	0	0	0	0	1
coagulation	0	0	0	0	0	0	0	0	0	0
amalahle	0	0	0	0	0	0	0	0	0	0
coalesce	0	0	0	0	0	0	0	0	0	1
ubumbano	1	0	0	0	0	0	0	0	0	0
ogwini	1	0	0	0	0	0	0	0	0	0
ogwini	0	0	0	0	0	0	0	0	0	0
coaster	0	0	0	0	0	0	0	0	0	0
ingubo	0	0	0	0	0	0	0	0	0	0
ukugqoka	0	0	0	0	0	0	0	0	0	0
coax	0	0	0	0	0	0	0	0	0	1
i-cobalt	0	0	0	0	0	0	0	0	0	0
cobble	0	0	0	0	0	0	0	0	0	0
i-cobbler	0	0	0	0	0	0	0	0	0	0
i-cobra	0	0	0	0	0	1	0	0	0	0
i-cocaine	0	1	0	0	0	0	0	1	0	0
iqhude	0	0	0	0	0	0	0	0	0	0
i-cockpit	0	0	0	0	0	0	0	0	0	0
i-cocktail	0	0	0	0	0	0	0	0	0	0
i-cocoa	0	0	0	0	0	0	0	0	0	0
i-cocoon	0	0	0	0	0	0	0	0	0	0
ikhodi	0	0	0	0	0	0	0	0	0	0
ikhodi	0	0	0	0	0	0	0	0	0	0
i-codex	0	0	0	0	0	0	0	0	0	0
i-codification	0	0	0	0	0	0	0	0	0	0
codify	0	0	0	0	0	0	0	0	0	0
coefficient	0	0	0	0	0	0	0	0	0	0
ukuphoqa	0	1	1	0	1	1	0	0	0	0
ukuphoqelela	0	1	1	0	1	1	0	1	0	0
ukuphoqeleka	0	0	0	0	0	0	0	0	0	0
coexist	1	0	0	0	0	0	0	0	0	1
ukuhlala ndawonye	0	0	0	0	0	0	0	0	0	0
ukuhlala ndawonye	0	0	0	0	0	0	0	0	0	1
ikhofi	0	0	0	0	0	0	0	0	0	0
ibhokisi	0	1	0	0	0	1	0	1	0	0
ukugijima	0	0	0	0	0	0	0	0	0	0
iyakwazi	1	0	0	0	0	0	0	0	0	1
cognate	0	0	0	0	0	0	0	0	0	0
ukuqonda	0	0	0	0	0	0	0	0	0	0
ukuqonda	1	0	0	0	0	0	0	0	0	0
ukusebenzisana	0	0	0	0	0	0	0	0	0	0
ukuhambisana	1	0	0	0	0	0	0	0	0	0
ihambisana	1	0	0	0	0	0	0	0	0	0
ukuhlangana	0	0	0	0	0	0	0	0	0	1
kuhlangene	1	0	0	0	0	0	0	0	0	1
iqembu	0	0	0	0	0	0	0	0	0	0
coil	0	0	0	0	0	0	0	0	0	0
ihlanganiswe	0	0	0	0	0	0	0	0	0	0
imali	0	0	0	0	0	0	0	0	0	0
imali	0	0	0	0	0	0	0	0	0	0
hlanganisa	0	0	0	0	0	0	0	0	0	0
ukungahambi kahle	0	0	0	0	0	0	0	0	1	0
kuhlangene	0	0	0	0	0	0	0	0	0	0
ngokuvumelana	0	0	0	0	0	0	0	0	0	0
i-coke	0	0	0	0	0	0	0	0	0	0
kubanda	0	1	0	0	0	0	0	0	0	0
kubanda	0	1	0	0	0	0	0	0	0	0
kubanda	0	1	1	0	1	1	0	1	0	0
colic	0	1	0	0	0	0	0	0	0	0
umhleli	0	0	0	0	0	0	0	0	0	1
ukuwa	0	1	0	0	1	1	0	1	0	0
ikhola	0	0	0	0	0	0	0	0	0	0
hlanganisa	0	0	0	0	0	0	0	0	0	0
ukubambisana	0	0	0	0	0	0	0	0	0	1
i-collation	0	0	0	0	0	0	0	0	0	0
osebenza naye	0	0	0	0	0	0	0	0	0	0
qoqa	0	0	0	0	0	0	0	0	0	0
eqoqwe	0	0	0	0	0	0	0	0	0	0
ukuqoqwa	0	0	0	0	0	0	0	0	0	0
ndawonye	0	0	0	0	0	0	0	0	0	0
ndawonye	1	0	0	0	0	0	0	0	0	1
umqoqi	0	0	0	0	0	0	0	0	0	0
ekolishi	0	0	0	0	0	0	0	0	0	0
ukuqoqa	0	0	0	0	0	0	0	0	0	0
bhala	0	0	0	0	0	0	0	0	0	0
collie	0	0	0	0	0	0	0	0	0	0
ukushayisana	0	1	1	0	0	0	0	0	0	0
i-collocation	0	0	0	0	0	0	0	0	0	0
okuhambisanayo	0	0	0	0	0	0	0	0	0	0
ukuhlanganiswa	0	1	1	0	1	1	0	1	0	0
ikholoni	0	0	0	0	0	0	0	0	0	0
colonel	1	0	0	0	0	0	0	0	0	1
ikholoni	0	0	0	0	0	0	0	0	0	0
ikholoni	0	0	0	0	0	0	0	0	0	0
i-colophon	0	0	0	0	0	0	0	0	0	0
umbala	0	0	0	0	0	0	0	0	0	0
umbala	0	0	0	0	0	0	0	0	0	0
ezinemibala	0	0	0	0	0	0	0	0	0	0
umbala	0	0	0	0	0	0	0	0	0	0
okungenambala	0	0	0	0	0	0	0	0	0	0
imibala	0	0	0	0	0	0	0	0	0	0
ezinemibala	1	0	0	0	0	0	0	0	0	0
i-colt	0	0	0	0	0	0	0	0	0	0
ikholomu	0	0	0	0	0	0	0	0	0	0
ikholomu	0	0	0	0	0	0	0	0	0	0
i-coma	0	1	0	0	0	1	0	1	0	0
i-comatose	0	1	0	0	0	1	0	1	0	0
inhlanganisela	0	0	0	0	0	0	0	0	0	0
ukulwa	0	1	1	0	0	1	0	0	0	0
umpi	0	1	1	0	0	1	0	0	0	0
i-combative	0	1	1	0	0	1	0	0	0	0
inhlanganisela	0	0	0	0	0	0	0	0	0	0
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
hlanganisa	0	0	0	0	0	0	0	0	0	0
kuhlangene	0	0	0	0	0	0	0	0	0	0
kungabhubhisa	0	0	0	0	0	0	0	0	0	0
ukushisa	0	0	0	0	0	0	0	0	0	0
amahlaya	0	0	0	0	0	0	0	0	0	0
i-comet	0	0	0	0	0	0	0	0	0	0
induduzo	1	0	0	1	0	0	1	0	0	1
umduduzi	0	0	0	0	0	0	0	0	0	0
amahlaya	0	0	0	0	0	0	0	0	0	0
ihlekisa	0	0	0	0	0	0	0	0	0	0
ukuza	0	0	0	1	0	0	0	0	0	0
i-comma	0	0	0	0	0	0	0	0	0	0
umyalo	0	0	0	0	0	0	0	0	0	0
umlawuli	1	0	0	0	0	0	0	0	0	1
umlawuli	0	0	0	0	0	0	0	0	0	0
ukuyala	1	0	0	0	0	0	0	0	0	1
khumbula	1	0	0	1	0	0	1	1	0	0
isikhumbuzo	1	0	0	1	0	0	1	0	0	0
isikhumbuzo	1	0	0	1	0	0	0	0	0	0
qalisa	0	0	0	0	0	0	0	0	0	0
ukuncoma	1	0	0	0	0	0	0	0	0	0
kuncomeka	1	0	0	0	0	0	1	0	0	1
i-commensurate	0	0	0	0	0	0	0	0	0	0
ukuphawula	0	0	0	0	0	0	0	0	0	0
ukuhlaziya	0	0	0	0	0	0	0	0	0	0
umhlaziyi	1	0	0	0	0	0	0	0	0	0
ezentengiselwano	0	0	0	0	0	0	0	0	0	1
ezentengiselwano	0	0	0	0	0	0	0	0	0	0
umphathi	0	0	0	0	0	0	0	0	0	0
ikhomishini	0	0	0	0	0	0	0	0	0	1
ikhomishana	0	0	0	0	0	0	0	0	0	0
yenza	0	0	0	0	0	0	0	0	0	0
ukukhishwa	0	1	0	0	0	0	0	1	0	0
uzibophezele	1	0	0	0	0	0	0	0	0	1
ikomidi	0	0	0	0	0	0	0	0	0	1
impahla	0	0	0	0	0	0	0	0	0	0
amakhodi	1	0	0	0	0	0	0	0	0	1
evamile	0	0	0	0	0	0	0	0	0	0
ngokuvamile	0	0	0	0	0	0	0	0	0	0
indawo evamile	0	0	0	1	0	0	0	0	0	1
uhulumeni	0	0	0	0	0	0	0	0	0	0
commonwealth	1	0	0	0	0	0	0	0	0	1
ukuxokozela	0	1	1	0	0	0	0	0	0	0
komasipala	0	0	0	0	0	0	0	0	0	0
ukuxhumana	0	0	0	0	0	0	0	0	0	0
ukuxhumana	1	0	0	0	0	0	0	0	0	1
ukuxhumana	0	0	0	0	0	0	0	0	0	1
ukuxhumana	1	0	0	0	0	0	0	0	0	0
ukuhlanganyela	1	0	0	0	0	0	1	0	0	1
ubukhomanisi	0	1	1	0	0	1	0	1	0	0
umkhomanisi	0	1	0	0	0	0	0	0	0	0
umphakathi	1	0	0	0	0	0	0	0	0	0
ukushintshwa	1	0	0	0	0	0	0	0	0	0
ukushintsha	0	0	0	0	0	0	0	0	0	0
ukuhamba	1	0	0	0	0	0	0	0	0	0
umgibeli	0	0	0	0	0	0	0	0	0	0
i-compact	0	0	0	0	0	0	0	0	0	1
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
ukuhambisana	0	0	0	0	0	0	0	0	0	0
umngane	1	0	0	0	0	0	1	0	0	1
ubungane	0	0	0	0	0	0	0	0	0	0
inkampani	0	0	0	0	0	0	0	0	0	0
kufaniswa	0	0	0	0	0	0	0	0	0	0
ukuqhathanisa	0	0	0	0	0	0	0	0	0	0
ngokulinganayo	0	0	0	0	0	0	0	0	0	0
ukufanisa	0	0	0	0	0	0	0	0	0	0
igumbi	0	0	0	0	0	0	0	0	0	0
ikhampasi	0	0	0	0	0	0	0	0	0	1
ububele	1	0	0	0	0	1	0	0	0	0
uzwela	1	0	0	0	0	0	0	0	0	0
ukuhambisana	1	0	0	0	0	0	0	0	0	0
iyahambisana	1	0	0	0	0	0	0	0	0	0
qeda	0	0	0	0	0	0	0	0	0	0
kucindezelwe	0	0	0	0	0	0	0	0	0	0
kucindezela	1	0	0	0	0	0	0	0	0	0
i-compendium	0	0	0	0	0	0	0	0	0	0
ukubuyisela	1	0	0	1	0	0	1	0	1	1
isinxephezelo	0	0	0	0	0	0	0	0	0	0
ukukhokhela	1	0	0	0	0	0	0	0	0	0
ikhono	1	0	0	0	0	0	0	0	0	1
ukufaneleka	1	0	0	0	0	0	0	0	0	1
abanekhono	1	0	0	0	0	0	0	0	0	1
ukuncintisana	0	1	0	1	0	0	0	0	0	0
ukuncintisana	0	0	0	0	0	0	0	0	0	0
umncintiswano	0	0	0	0	0	0	0	0	0	0
ukuhlanganiswa	0	0	0	0	0	0	0	0	0	0
qoqa	0	0	0	0	0	0	0	0	0	0
ukukhathazeka	1	0	0	0	0	0	0	0	0	0
ukukhathazeka	0	0	0	0	0	0	0	0	0	0
isikhalazo	0	1	1	0	0	0	0	1	0	0
isikhalazo	0	1	1	0	0	0	0	0	0	0
uhlanganise	1	0	0	1	0	0	1	0	1	1
okuhambisanayo	1	0	0	0	0	0	0	0	0	0
kuqedile	0	0	0	0	0	0	0	0	0	0
ngokuphelele	1	0	0	0	0	0	0	0	0	0
ukuphelela	1	0	0	0	0	0	0	0	0	0
ukuqedela	1	0	0	1	0	0	1	0	0	0
ukuqedwa	1	0	0	1	0	0	1	0	0	0
eziyinkimbinkimbi	0	0	0	0	0	0	0	0	0	0
eziyinkimbinkimbi	0	1	0	0	0	0	0	0	0	0
ukukhanya	0	0	0	0	0	0	0	0	0	0
inkimbinkimbi	0	1	0	0	0	0	0	0	0	0
ukuhambisana	1	0	0	0	0	0	0	0	0	1
okuhambisanayo	1	0	0	0	0	0	0	0	0	0
ukuphoqa	0	1	1	0	0	0	0	0	0	0
kunzima	0	1	0	0	0	0	0	0	0	0
inkinga	0	1	0	0	0	0	0	0	0	0
inkambinkimbi	1	1	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	1	0	0	1	0	1	1
thobela	0	0	0	0	0	0	0	0	0	0
ukuhambisana	0	0	0	0	0	0	0	0	0	0
i-compo	0	0	0	0	0	0	0	0	0	0
ingxenye	0	0	0	0	0	0	0	0	0	0
bhala	0	0	0	0	0	0	0	0	0	0
yenziwe	1	0	0	0	0	0	0	0	0	0
umqambi	1	0	0	0	0	0	0	0	0	0
izingqikithi	0	0	0	0	0	0	0	0	0	0
ukwakheka	0	0	0	0	0	0	0	0	0	0
umquba	0	1	0	0	1	0	0	0	0	0
ukuqina	1	0	0	0	0	0	0	0	0	0
isakhi	0	0	0	0	0	0	0	0	0	0
ukuqonda	1	0	0	0	0	0	0	0	0	0
ukuqonda	0	0	0	0	0	0	0	0	0	0
olunzulu	1	0	0	0	0	0	0	0	0	0
cindezela	0	0	1	0	0	0	0	0	0	0
kucindezelwe	0	0	0	0	0	0	0	0	0	0
kuqondaniswe	0	0	0	0	0	0	0	0	0	0
ukucindezela	0	0	0	0	0	0	0	0	0	0
zihlanganisa	0	0	0	0	0	0	0	0	0	0
ukwehlisa	0	0	0	0	0	0	0	0	0	0
umlawuli	0	0	0	0	0	0	0	0	0	1
ukunyanzeliswa	0	1	1	0	0	0	0	0	0	0
okuphoqelekile	0	1	0	0	0	0	0	0	0	0
i-computable	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
qondanisa	0	0	0	0	0	0	0	0	0	0
ikhompyutha	0	0	0	0	0	0	0	0	0	0
umngane	1	0	0	0	0	0	0	0	0	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
concatenation	0	0	0	0	0	0	0	0	0	0
concave	0	0	0	0	0	0	0	0	0	0
ukufihla	0	1	0	0	0	0	0	1	0	0
kufihlwe	0	1	0	1	0	1	0	0	1	0
ukufihla	0	1	1	1	0	1	0	0	0	0
ukuziqhenya	0	1	0	0	0	0	0	0	0	0
ukuziqhenya	0	1	0	0	0	0	0	0	0	0
kucabangeka	0	0	0	0	0	0	0	0	0	0
gxila	0	0	0	0	0	0	0	0	0	0
ukuhlushwa	0	0	0	0	0	0	0	0	0	0
kugxile kakhulu	1	0	0	0	0	0	0	0	0	0
ukukhulelwa	0	0	0	0	0	0	0	0	0	0
ukukhathazeka	0	0	0	0	0	0	0	0	0	0
othintekayo	0	0	0	0	0	1	0	1	0	0
ikhonsathi	0	0	0	0	0	0	0	0	0	0
ukuvumelanisa	0	0	0	0	0	0	0	0	0	0
ukuvumelanisa	0	0	0	0	0	0	0	0	0	0
concierge	0	0	0	0	0	0	0	0	0	0
ukubuyisana	1	0	0	0	0	0	1	0	0	1
okufingqiwe	0	0	0	0	0	0	0	0	0	0
siphelela	0	0	0	0	0	0	0	0	0	0
uphetha	0	0	0	0	0	0	0	0	0	0
ukuphetha	1	0	0	0	0	0	0	0	0	0
isiphetho	0	0	0	0	0	0	0	0	0	0
i-concoction	0	0	0	0	0	0	0	0	0	0
ukuhambisana	0	0	0	0	0	0	0	0	0	0
isivumelwano	1	0	0	0	0	0	0	0	0	1
concordance	1	0	0	0	0	0	0	0	0	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
umncintiswano	0	0	0	0	0	0	0	0	0	0
ukhonkolo	0	0	0	0	0	0	0	0	0	0
ukuvumelana	0	0	0	0	0	0	0	0	0	0
okufanayo	0	0	0	0	0	0	0	0	0	0
okuhambisanayo	0	0	0	0	0	0	0	0	0	0
ingxabano	0	1	1	0	0	0	0	1	0	0
ukulahla	0	1	1	0	0	0	0	0	0	0
ukulahlwa	0	1	1	1	1	1	0	1	0	0
ukunciphisa	0	0	0	0	0	0	0	0	0	0
iyancipha	0	0	0	0	0	0	0	0	0	0
ukwehlisa	0	1	0	0	0	0	0	0	0	0
ukuzithoba	0	1	1	0	1	0	0	1	0	0
ukuzithoba	0	0	0	0	0	0	0	0	0	0
isimo	0	0	0	0	0	0	0	0	0	0
okunemibandela	0	0	0	0	0	0	0	0	0	0
ngokomzimba	0	0	0	0	0	0	0	0	0	0
kufakwe isimo	0	0	0	0	0	0	0	0	0	0
izimo	0	0	0	0	0	0	0	0	0	0
induduzo	1	0	0	0	0	0	0	1	0	0
vumela	1	0	0	0	0	0	0	0	0	0
ehamba phambili	1	0	0	0	0	0	0	0	0	0
ukuziphatha	0	0	0	0	0	0	0	0	0	0
ukuqhuba	0	0	0	0	0	0	0	0	0	0
ukuqhuba	1	0	0	0	0	0	0	0	0	0
umqhubi	0	0	0	0	0	0	0	0	0	0
umzila	0	0	0	0	0	0	0	0	0	0
Isigaxa	0	0	0	0	0	0	0	0	0	0
uhlangene	1	0	0	0	0	0	0	0	0	1
umbhikisho	0	0	0	0	0	0	0	0	0	0
ukunikeza	0	0	0	0	0	0	0	0	0	0
inkomfa	0	0	0	0	0	0	0	0	0	0
vuma	1	1	0	0	0	0	0	0	0	1
ukuvuma	0	1	0	1	0	1	0	1	1	0
ukuvuma izono	0	0	0	0	0	1	0	0	0	1
ukuvuma	0	0	0	0	0	0	0	0	0	0
uqinisekise	0	0	0	0	0	0	0	0	0	1
ukuzethemba	1	0	0	0	0	1	1	0	0	1
uqiniseka	1	0	0	0	0	0	1	0	0	1
okuyimfihlo	0	0	0	0	0	0	0	0	0	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
ukumisa	0	0	0	0	0	0	0	0	0	0
vimba	0	1	1	0	0	1	0	1	0	0
uvalelwe	0	1	1	0	1	1	0	1	0	0
ukuvalelwa	0	1	1	0	0	1	0	1	0	0
uvala	0	0	0	0	0	0	0	0	0	0
qinisekisa	0	0	0	0	0	0	0	0	0	0
isiqinisekiso	0	0	0	0	0	0	0	0	0	1
isiqinisekiso	0	0	0	0	0	0	0	0	0	0
kuqinisekisiwe	1	0	0	0	0	0	0	0	0	1
uthatha	0	1	1	0	0	0	0	1	0	0
ukuthunjwa	0	1	0	0	0	0	0	0	0	0
ukushaywa umoya	0	1	1	0	0	1	0	0	0	0
ukungqubuzana	0	1	1	0	0	1	0	1	0	0
ephikisanayo	0	1	0	0	0	0	0	0	0	0
confluence	0	0	0	0	0	0	0	0	0	0
ukuhambisana	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukuhambisana	0	0	0	0	0	0	0	0	0	1
ukuphazamiseka	0	1	0	0	0	0	0	0	0	0
udidekile	0	1	0	0	0	0	0	0	0	0
ukubhekana	0	0	1	0	0	0	0	0	0	0
ukudideka	0	1	0	0	0	0	0	0	0	0
ukudideka	0	1	1	0	0	1	0	0	0	0
congenial	1	0	0	0	0	0	0	0	0	0
ukuzalwa	0	0	0	0	0	0	0	0	0	0
ukuxubana	0	1	0	0	0	0	0	0	0	0
i-conglomerate	0	0	0	0	0	0	0	0	0	1
i-conglomeration	0	0	0	0	0	0	0	0	0	0
ukuhalalisela	1	0	0	0	0	0	1	0	0	0
hlangana	0	0	0	0	0	0	0	0	0	0
ibandla	1	0	0	0	0	0	0	0	0	1
inhlangano	0	0	0	0	1	0	0	0	0	1
i-congressional	0	0	0	0	0	0	0	0	0	0
i-congressman	0	0	0	0	0	0	0	0	0	1
congruence	1	0	0	0	0	0	0	0	0	1
conic	0	0	0	0	0	0	0	0	0	0
ukucabanga	0	0	0	0	0	0	0	0	0	0
i-conjecture	0	0	0	1	0	0	0	0	0	0
conjugal	0	0	0	0	0	0	0	0	0	0
ukuhlaziya	0	0	0	0	0	0	0	0	0	0
ukuxuba	0	0	0	0	0	0	0	0	0	0
ukuhlangana	0	0	0	0	0	0	0	0	0	0
okuhlangene	0	0	0	0	0	0	0	0	0	0
ukuthukuthela	0	0	0	1	0	0	0	0	1	0
ukukhuluma	0	1	0	0	0	0	0	0	0	0
xhuma	0	0	0	0	0	0	0	0	0	0
kuxhunyiwe	0	0	0	0	0	0	0	0	0	0
uxhumano	0	0	0	0	0	0	0	0	0	0
ukuxhumana	0	0	0	0	0	0	0	0	0	1
i-connoisseur	1	0	0	0	0	0	1	0	0	1
ukunqoba	0	0	0	0	0	0	0	0	0	0
unqobile	0	0	0	0	0	0	0	0	0	0
ukunqoba	0	1	1	0	0	1	0	0	0	0
unembeza	1	0	0	0	0	0	0	0	0	1
ngokucophelela	1	0	0	0	0	0	0	0	0	1
ukuqonda	1	0	0	0	0	0	0	0	0	0
ukubhalisa	0	0	0	0	0	0	0	0	0	0
ukuzinikezela	1	0	0	1	0	0	1	1	0	1
okulandelanayo	0	0	0	0	0	0	0	0	0	0
imvume	0	0	0	0	0	0	0	0	0	0
kuvuma	0	0	0	0	0	0	0	0	0	0
umphumela	0	0	0	0	0	0	0	0	0	0
okulandelayo	0	0	0	1	0	0	0	0	0	0
ukulondolozwa	1	0	0	1	0	0	0	0	0	1
i-conservatism	0	0	0	0	0	0	0	0	0	0
okuqaphele	0	0	0	0	0	0	0	0	0	0
i-conservatory	0	0	0	0	0	0	0	0	0	0
gcina	1	0	0	0	0	0	0	0	0	0
kakhulu	1	0	0	0	0	0	0	0	0	0
ucabange	1	0	0	0	0	0	0	0	0	1
i-consignee	0	0	0	0	0	0	0	0	0	0
umthwalo	0	0	0	0	0	0	0	0	0	0
ukuvumelana	1	0	0	0	0	0	0	0	0	1
okungahleliwe	0	0	0	0	0	0	0	0	0	0
induduzo	0	0	0	0	0	0	0	0	0	0
console	1	0	0	0	0	0	0	1	0	0
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
ukuhlanganiswa	0	0	0	0	0	0	0	0	0	0
i-consonant	1	0	0	0	0	0	0	0	0	0
i-consort	0	0	0	0	0	0	0	0	0	1
okuvelele	0	0	0	0	0	0	0	0	0	0
u-conspiracy	0	0	0	0	0	1	0	0	0	0
umqambi	0	1	1	1	1	1	0	0	0	0
ukuhlehlisa	0	1	0	0	0	1	0	0	0	0
i-constable	0	0	0	0	0	0	0	0	0	1
njalo	1	0	0	0	0	0	0	0	0	1
njalo	1	0	0	0	0	0	0	0	0	1
njalo	0	0	0	0	0	0	0	0	0	1
i-constellation	0	0	0	0	0	0	0	0	0	0
ukucindezeleka	0	1	1	0	0	1	0	0	0	0
ukuqotshwa	0	1	0	0	1	0	0	0	0	0
okwenziwe	0	0	0	0	0	0	0	0	0	0
izakhiwo	0	0	0	0	0	0	0	0	0	0
yakha	0	0	0	0	0	0	0	0	0	1
umthethosisekelo	0	0	0	0	0	0	0	0	0	0
umthethosisekelo	1	0	0	0	0	0	0	0	0	1
umthethosisekelo	0	0	0	0	0	0	0	0	0	0
qinisa	0	1	0	0	0	1	0	0	0	0
iphoqelelwe	0	1	0	0	0	0	0	0	0	0
inkinga	0	1	1	0	0	1	0	1	0	0
ukwakha	1	0	0	0	0	0	0	0	0	0
ukwakhiwa	0	0	0	0	0	0	0	0	0	0
bhala	0	0	0	0	0	0	0	0	0	0
i-consul	0	0	0	0	0	0	0	0	0	1
thintana	0	0	0	0	0	0	0	0	0	1
ukubonisana	0	0	0	0	0	0	0	0	0	0
kudle	0	0	0	0	0	0	0	0	0	0
ukuqeda	0	0	0	0	0	0	0	0	0	0
ukudla	1	0	0	0	0	0	0	0	0	0
ukuqeda	0	0	0	0	0	0	0	0	0	0
ukusetshenziswa	0	0	0	0	0	0	0	0	0	0
oxhumana naye	1	0	0	0	0	0	0	0	0	0
ukutheleleka	0	1	0	1	1	1	0	0	0	0
esithathelwanayo	0	1	0	0	1	1	0	0	0	0
isiqukathi	0	0	0	0	0	0	0	0	0	0
ukungcola	0	1	0	0	1	0	0	0	0	0
kungcolile	0	1	0	0	1	1	0	1	0	0
ukungcola	0	1	0	0	1	0	0	0	0	0
cabanga	0	0	0	0	0	0	0	0	0	0
ukuzindla	1	0	0	0	0	0	0	0	0	0
kucabangela	0	0	0	0	0	0	0	0	0	0
ngesikhathi esifanayo	0	0	0	0	0	0	0	0	0	0
okwamanje	0	0	0	0	0	0	0	0	0	0
ukudeka	0	1	1	0	1	1	0	0	0	0
ukuzondeka	0	1	1	0	1	0	0	0	0	0
enesizotha	0	1	1	0	0	0	0	0	0	0
ukuphikisana	0	0	0	0	0	0	0	0	0	0
okuqukethwe	1	0	0	0	0	0	1	0	0	1
ukuxabana	0	0	0	0	0	0	0	0	0	0
ukuphikisana	0	1	1	0	1	1	0	0	0	0
